936,936,936,935,937,936,937,937,935,936,937,936,937,936,936,935,936,935,936,935,935,936,935,936,937,937,936,935,
935,937,937,935,937,937,937,935,936,936,937,936,936,935,937,935,937,936,937,935,935,935,936,937,937,935,937,935,
936,937,935,937,935,935,936,935,937,935,937,937,937,935,936,937,937,935,937,937,937,937,936,937,936,936,937,937,
935,936,937,937,935,936,935,936,936,935,935,937,935,935,935,936,937,935,936,936,935,935,936,935,937,937,937,935,
936,935,937,937,935,936,935,937,935,936,937,935,937,935,935,936,937,936,937,935,937,937,935,936,936,936,936,937,
937,937,936,935,937,937,936,937,936,937,935,935,937,937,936,935,935,936,937,937,936,936,935,936,935,937,937,937,
937,937,935,936,937,936,935,937,936,936,937,937,936,937,935,937,936,936,936,936,935,935,935,936,935,935,936,937,
937,935,936,937,937,935,936,935,936,937,935,936,936,936,936,935,935,936,935,936,935,937,936,937,935,937,935,936,
935,936,935,935,937,936,936,937,936,936,936,937,936,937,937,935,935,935,937,937,936,935,935,936,937,936,936,935,
936,935,936,936,935,937,937,936,937,936,937,937,936,936,937,935,935,937,937,935,935,935,935,937,937,937,936,937,
936,935,935,936,936,936,936,936,937,937,937,937,937,935,936,935,935,936,937,936,935,936,935,935,935,936,935,937,
936,937,937,937,937,935,935,935,935,935,936,937,936,937,937,936,935,937,935,935,937,936,935,935,937,937,935,937,
936,936,937,937,936,936,937,937,937,936,937,936,935,936,935,936,937,936,935,936,937,937,937,937,936,937,936,937,
935,936,935,936,936,936,935,935,935,936,937,936,936,936,935,935,937,936,936,937,936,936,935,937,937,937,937,936,
936,935,936,935,937,936,935,937,935,936,935,935,935,935,936,937,937,935,935,937,935,937,935,937,935,937,935,936,
937,937,937,937,935,937,936,935,935,936,935,935,937,935,937,936,935,937,936,937,935,935,935,936,937,936,935,937,
936,935,935,935,936,936,937,935,937,936,937,936,935,936,936,937,935,936,937,935,937,936,937,937,937,935,937,937,
936,937,935,935,936,936,936,937,936,937,935,936,937,936,936,936,936,937,935,935,935,935,936,935,936,936,936,937,
937,935,937,936,936,935,936,935,935,937,937,937,936,936,936,937,937,937,935,935,935,936,935,936,937,937,935,937,
937,937,936,937,935,935,936,936,937,935,936,935,937,936,937,936,936,935,936,937,937,937,936,936,936,936,935,937,
936,937,935,936,935,936,935,936,937,936,935,935,936,936,935,937,935,936,936,937,936,936,935,935,937,936,936,936,
936,935,937,937,936,935,936,937,936,935,935,935,936,937,936,937,936,937,937,937,935,937,937,937,935,937,937,937
