0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,901,901,902,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,870,933,997,869,902,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,870,997,837,838,933,869,902,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,870,933,837,966,964,838,997,869,902,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,870,933,837,966,0,0,964,838,933,869,902,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,900,870,997,837,966,0,0,0,0,964,838,997,869,902,0,
0,0,0,0,0,0,0,0,0,0,0,0,900,870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,900,870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,900,870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,900,901,901,901,901,901,870,997,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,900,870,997,933,933,997,933,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,900,870,933,837,965,965,965,965,965,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,900,870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
900,870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
870,933,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
997,837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
837,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
